ISSN,ISSN_L,TITLE,TITLE_SOURCE,year_flipped,title,issn_type,period,year_active_since_str,year_active_since
1800-8755,1800-8763,Montenegrin Journal of Sports Science and Medicine,DOAJ,2012,Montenegrin Journal of Sports Science and Medicine,issn_print,1.2012 -,2012 -,2012
1800-8763,1800-8763,Montenegrin Journal of Sports Science and Medicine,DOAJ,2012,Montenegrin Journal of Sports Science and Medicine,issn_e,1.2012 -,2012 -,2012
1800-8763,1800-8763,Montenegrin Journal of Sports Science and Medicine,DOAJ,2012,Montenegrin Journal of Sports Science and Medicine,issn_e,1.2012 -,2012 -,2012
1801-5395,1801-5395,Soil and Water Research,DOAJ,2006,Soil and Water Research,issn_print,1.2006 -,2006 -,2006
1805-9384,1801-5395,Soil and Water Research,DOAJ,2006,Soil and Water Research,issn_e,NA,NA,NA
1802-1115,1802-1115,GeoScape,DOAJ,2006,GeoScape,issn_e,1.2006 -,2006 -,2006
1802-1115,1802-1115,GeoScape,DOAJ,2006,GeoScape,issn_e,1.2006 -,2006 -,2006
1802-7962,1802-7962,Cyberpsychology: Journal of Psychosocial Research on Cyberpspace,DOAJ,2007,Cyberpsychology: Journal of Psychosocial Research on Cyberpspace,issn_print,1.2007 -,2007 -,2007
2336-3525,1804-0616,Historicka Sociologie,DOAJ,2012,Historicka Sociologie,issn_e,NA,NA,NA
1804-0616,1804-0616,Historicka Sociologie,DOAJ,2012,Historicka Sociologie,issn_print,2009-,NA,NA
1804-0616,1804-0616,Historicka Sociologie,DOAJ,2012,Historicka Sociologie,issn_print,Nachgewiesen 2009 -,2009 -,2009
1807-8664,1806-2563,Acta Scientiarum: Technology,DOAJ,1998,Acta Scientiarum: Technology,issn_print,25.2003 -,2003 -,2003
1806-3756,1806-3713,Jornal Brasileiro de Pneumologia,DOAJ,2004,Jornal Brasileiro de Pneumologia,issn_e,30.2004 -,2004 -,2004
1806-3756,1806-3713,Jornal Brasileiro de Pneumologia,DOAJ,2004,Jornal Brasileiro de Pneumologia,issn_e,30.2004 -,2004 -,2004
1806-3713,1806-3713,Jornal Brasileiro de Pneumologia,DOAJ,2004,Jornal Brasileiro de Pneumologia,issn_print,30.2004 -,2004 -,2004
1806-3713,1806-3713,Jornal Brasileiro de Pneumologia,DOAJ,2004,Jornal Brasileiro de Pneumologia,issn_print,30.2004 -,2004 -,2004
2179-8699,1806-3845,Veredas do Direito,DOAJ,2004,Veredas do Direito,issn_e,1.2004 - ; auch mit durchgehender Nr.-Zählung,2004 -,2004
1806-3845,1806-3845,Veredas do Direito,DOAJ,2004,Veredas do Direito,issn_print,1.2004 - ; auch mit durchgehender Nr.-Zählung,2004 -,2004
1806-4892,1806-4892,Revista Brasileira de Gestão De Negócios,DOAJ,2004,Revista Brasileira de Gestão De Negócios,issn_print,Nachgewiesen 6.2004 -,2004 -,2004
1806-4892,1806-4892,Revista Brasileira de Gestão De Negócios,DOAJ,2004,Revista Brasileira de Gestão De Negócios,issn_print,Nachgewiesen 6.2004 -,2004 -,2004
1980-6108,1806-5562,Scientia Medica,DOAJ,2005,Scientia Medica,issn_e,Nachgewiesen 15.2005 -,2005 -,2005
1806-5562,1806-5562,Scientia Medica,DOAJ,2005,Scientia Medica,issn_print,Nachgewiesen 15.2005 -,2005 -,2005
1806-8324,1806-8324,Brazilian Oral Research,DOAJ,2004,Brazilian Oral Research,issn_print,18.2004 -,2004 -,2004
1806-8324,1806-8324,Brazilian Oral Research,DOAJ,2004,Brazilian Oral Research,issn_print,18.2004 -,2004 -,2004
1807-3107,1806-8324,Brazilian Oral Research,DOAJ,2004,Brazilian Oral Research,issn_e,18.2004 -,2004 -,2004
1807-3107,1806-8324,Brazilian Oral Research,DOAJ,2004,Brazilian Oral Research,issn_e,18.2004 -,2004 -,2004
2238-0604,1807-1228,Revista Brasileira de Direito,DOAJ,2013,Revista Brasileira de Direito,issn_e,"Vol. 7, no. 1 (jan/jun 2011) [?]-",NA,NA
1980-5322,1807-5932,Clinics,DOAJ,2005,Clinics,issn_e,60.2005 -,2005 -,2005
1980-5322,1807-5932,Clinics,DOAJ,2005,Clinics,issn_e,60.2005 -,2005 -,2005
1807-5932,1807-5932,Clinics,DOAJ,2005,Clinics,issn_print,60.2005 -,2005 -,2005
1807-5932,1807-5932,Clinics,DOAJ,2005,Clinics,issn_print,60.2005 -,2005 -,2005
2316-5251,1807-8214,"Revista �?rtemis: Estudos de Gênero, Feminismo e Sexualidades",DOAJ,2004,"Revista Ártemis: Estudos de Gênero, Feminismo e Sexualidades",issn_print,NA,NA,NA
1807-8214,1807-8214,"Revista �?rtemis: Estudos de Gênero, Feminismo e Sexualidades",DOAJ,2004,"Revista Ártemis: Estudos de Gênero, Feminismo e Sexualidades",issn_e,Nr. 1.2004 -,2004 -,2004
1808-1967,1808-1967,Patrim�nio e Mem�ria,DOAJ,2005,Patrimônio e Memória,issn_e,"Volume 1, número 1 (2005)-",NA,NA
1808-2432,1808-2432,Revista Direito GV,DOAJ,2008,Revista Direito GV,issn_print,1.2005 -,2005 -,2005
1808-2432,1808-2432,Revista Direito GV,DOAJ,2008,Revista Direito GV,issn_print,"1.2005-v. 11, n. 2 (Jul/Dez 2015) ; damit Erscheinen eingestellt",NA,NA
1808-2882,1808-2882,Custos e @gronegócio Online,DOAJ,2005,Custos e @gronegócio Online,issn_e,1.2005 -,2005 -,2005
1808-8686,1808-8686,Brazilian Journal of Otorhinolaryngology,DOAJ,2005,Brazilian Journal of Otorhinolaryngology,issn_e,Nachgewiesen 69.2003 -,2003 -,2003
1808-8686,1808-8686,Brazilian Journal of Otorhinolaryngology,DOAJ,2005,Brazilian Journal of Otorhinolaryngology,issn_e,1.1933 -,1933 -,1933
1808-8694,1808-8686,Brazilian Journal of Otorhinolaryngology,DOAJ,2005,Brazilian Journal of Otorhinolaryngology,issn_print,Nachgewiesen 69.2003 -,2003 -,2003
1808-8694,1808-8686,Brazilian Journal of Otorhinolaryngology,DOAJ,2005,Brazilian Journal of Otorhinolaryngology,issn_print,1.1933 -,1933 -,1933
1984-3526,1809-0044,Revista Tecnologia e Sociedade,DOAJ,2005,Revista Tecnologia e Sociedade,issn_e,1.2005 -,2005 -,2005
1809-0044,1809-0044,Revista Tecnologia e Sociedade,DOAJ,2005,Revista Tecnologia e Sociedade,issn_print,1.2005 -,2005 -,2005
1809-0044,1809-0044,Revista Tecnologia e Sociedade,DOAJ,2005,Revista Tecnologia e Sociedade,issn_print,"V. 1, N. 1 (2005)-",NA,NA
1809-3280,1809-3280,Revista Direito e Liberdade,DOAJ,2005,Revista Direito e Liberdade,issn_print,"1.2005,1 - 5.2009,2 = Nr. 1-11; 6=12.2010 -",2010 -,2010
2177-1758,1809-3280,Revista Direito e Liberdade,DOAJ,2005,Revista Direito e Liberdade,issn_e,"1.2005,1 - 5.2009,2 = Nr. 1-11; 6=12.2010 -",2010 -,2010
2317-7721,1809-6077,Revista de Direito da Cidade,DOAJ,2011,Revista de Direito da Cidade,issn_e,1.2006 -,2006 -,2006
2175-5361,1809-6107,Revista de Pesquisa : Cuidado é Fundamental Online,DOAJ,2009,Revista de Pesquisa : Cuidado é Fundamental Online,issn_e,1.2009 -,2009 -,2009
2073-4735,1810-6838,Breathe,DOAJ,2008,Breathe,issn_e,1.2004 -,2004 -,2004
2073-4735,1810-6838,Breathe,DOAJ,2008,Breathe,issn_e,1.2004 -,2004 -,2004
1810-6838,1810-6838,Breathe,DOAJ,2008,Breathe,issn_print,1.2004 -,2004 -,2004
1810-6838,1810-6838,Breathe,DOAJ,2008,Breathe,issn_print,1.2004 -,2004 -,2004
1812-0784,1812-0784,Ocean Science (OS),DOAJ,2005,Ocean Science (OS),issn_print,1.2005 -,2005 -,2005
1812-0784,1812-0784,Ocean Science (OS),DOAJ,2005,Ocean Science (OS),issn_print,1.2005 -,2005 -,2005
2411-5789,1812-1853,Ро�?�?ий�?кий п�?ихологиче�?кий журнал,DOAJ,2004,Российский психологический журнал,issn_e,NA,NA,NA
1812-1853,1812-1853,Ро�?�?ий�?кий п�?ихологиче�?кий журнал,DOAJ,2004,Российский психологический журнал,issn_print,NA,NA,NA
1861-6909,1813-7253,European Review of Aging and Physical Activity,DOAJ,2015,European Review of Aging and Physical Activity,issn_e,1.2004 - 7.2010,2004 -,2004
1861-6909,1813-7253,European Review of Aging and Physical Activity,DOAJ,2015,European Review of Aging and Physical Activity,issn_e,Nachgewiesen 3.2006 -,2006 -,2006
2070-8998,1813-8535,Journal of Naval Architecture and Marine Engineering,DOAJ,2007,Journal of Naval Architecture and Marine Engineering,issn_e,1.2004 -,2004 -,2004
1814-151X,1814-151X,Luz,DOAJ,2011,Luz,issn_e,NA,NA,NA
1814-2052,1814-2052,П�?ихологиче�?ка�? наука и образование,DOAJ,2015,Психологическая наука и образование,issn_print,Nachgewiesen 2009 -,2009 -,2009
2311-7273,1814-2052,П�?ихологиче�?ка�? наука и образование,DOAJ,2015,Психологическая наука и образование,issn_e,NA,NA,NA
1814-9332,1814-9324,Climate of the Past,DOAJ,2005,Climate of the Past,issn_e,1.2005 -,2005 -,2005
1814-9324,1814-9324,Climate of the Past,DOAJ,2005,Climate of the Past,issn_print,1.2005 -,2005 -,2005
1815-0659,1815-0659,"Symmetry, Integrability and Geometry: Methods and Applications",DOAJ,2005,"Symmetry, Integrability and Geometry: Methods and Applications",issn_e,1.2005 -,2005 -,2005
1815-347X,1815-347X,Journal of Contemporary European Research,DOAJ,2005,Journal of Contemporary European Research,issn_print,1.2005 -,2005 -,2005
2542-064X,1815-6169,U�?ënye Zapiski Kazanskogo Universiteta. Seriâ Estestvennye Nauki,DOAJ,2011,Učënye Zapiski Kazanskogo Universiteta. Seriâ Estestvennye Nauki,issn_print,NA,NA,NA
2500-218X,1815-6169,U�?ënye Zapiski Kazanskogo Universiteta. Seriâ Estestvennye Nauki,DOAJ,2011,Učënye Zapiski Kazanskogo Universiteta. Seriâ Estestvennye Nauki,issn_e,NA,NA,NA
1816-3459,1816-3459,Scientific Drilling,DOAJ,2005,Scientific Drilling,issn_e,Nr. 1.2005 -,2005 -,2005
1816-8957,1816-3459,Scientific Drilling,DOAJ,2005,Scientific Drilling,issn_print,Nr. 1.2005 -,2005 -,2005
1816-8957,1816-3459,Scientific Drilling,DOAJ,2005,Scientific Drilling,issn_print,Nr. 1.2005 -,2005 -,2005
2224-8935,1816-5435,Kulʹturno-istori�?eskaâ Psihologiâ,DOAJ,2015,Kulʹturno-istoričeskaâ Psihologiâ,issn_e,"2005, no. 1-",NA,NA
1816-5435,1816-5435,Kulʹturno-istori�?eskaâ Psihologiâ,DOAJ,2015,Kulʹturno-istoričeskaâ Psihologiâ,issn_print,"2005, no. 1-",NA,NA
1999-3110,1817-406X,Botanical Studies,DOAJ,2006,Botanical Studies,issn_e,47.2006 -,2006 -,2006
1817-406X,1817-406X,Botanical Studies,DOAJ,2006,Botanical Studies,issn_print,47.2006 -,2006 -,2006
1817-406X,1817-406X,Botanical Studies,DOAJ,2006,Botanical Studies,issn_print,47.2006 - 53.2012,2006 -,2006
1817-4078,1817-4078,Novedades en Población,DOAJ,2005,Novedades en Población,issn_e,NA,NA,NA
1817-7417,1817-7417,African Journal of Business Ethics,DOAJ,2014,African Journal of Business Ethics,issn_print,1.2005 -,2005 -,2005
0976-3600,1817-7417,African Journal of Business Ethics,DOAJ,2014,African Journal of Business Ethics,issn_e,1.2005 -,2005 -,2005
1818-0876,1818-0876,Asian Journal of Pharmaceutical Sciences,DOAJ,2013,Asian Journal of Pharmaceutical Sciences,issn_print,1.2006 -,2006 -,2006
1818-5487,1818-5487,Aquatic Invasions,DOAJ,2006,Aquatic Invasions,issn_e,1.2006 -,2006 -,2006
1798-6540,1818-5487,Aquatic Invasions,DOAJ,2006,Aquatic Invasions,issn_print,NA,NA,NA
1995-9516,1818-6742,Nexo,DOAJ,2007,Nexo,issn_e,Nachgewiesen 19.2006 -,2006 -,2006
1818-6742,1818-6742,Nexo,DOAJ,2007,Nexo,issn_print,Nachgewiesen 19.2006 -,2006 -,2006
1818-9172,1818-9172,"Pedagogìka, Psihologìâ ta Mediko-bìologì�?nì Problemi Fìzi�?nogo Vihovannâ ì Sportu",DOAJ,1998,"Pedagogìka, Psihologìâ ta Mediko-bìologìčnì Problemi Fìzičnogo Vihovannâ ì Sportu",issn_print,Nachgewiesen 2008 -,2008 -,2008
1819-6357,1819-6357,Libyan Journal of Medicine,DOAJ,2006,Libyan Journal of Medicine,issn_e,1.2006 -,2006 -,2006
1993-2820,1819-6357,Libyan Journal of Medicine,DOAJ,2006,Libyan Journal of Medicine,issn_print,1.2006 -,2006 -,2006
2225-3653,1819-6446,Racionalʹnaâ Farmakoterapiâ v Kardiologii,DOAJ,2005,Racionalʹnaâ Farmakoterapiâ v Kardiologii,issn_e,Nachgewiesen 3.2005 - ; später auch mit durchgehender Nr.-Zählung,2005 -,2005
1819-6446,1819-6446,Racionalʹnaâ Farmakoterapiâ v Kardiologii,DOAJ,2005,Racionalʹnaâ Farmakoterapiâ v Kardiologii,issn_print,Nachgewiesen 3.2005 - ; später auch mit durchgehender Nr.-Zählung,2005 -,2005
1819-754X,1819-754X,Mires and Peat,DOAJ,2006,Mires and Peat,issn_e,1.2006 -,2006 -,2006
1820-0214,1820-0214,Computer Science and Information Systems,DOAJ,2004,Computer Science and Information Systems,issn_print,1.2004 -,2004 -,2004
2406-1034,1820-6131,Processing and Application of Ceramics,DOAJ,2007,Processing and Application of Ceramics,issn_e,NA,NA,NA
1820-6131,1820-6131,Processing and Application of Ceramics,DOAJ,2007,Processing and Application of Ceramics,issn_print,Nachgewiesen 4.2010 -,2010 -,2010
1821-2506,1821-2506,DETUROPE,DOAJ,2009,DETUROPE,issn_e,NA,NA,NA
2335-8831,1822-8402,European Integration Studies,DOAJ,2011,European Integration Studies,issn_e,No. 1 (2007)-,NA,NA
1822-8402,1822-8402,European Integration Studies,DOAJ,2011,European Integration Studies,issn_print,No. 1 (2007)-,NA,NA
1823-4631,1823-4631,International Medical Journal Malaysia,DOAJ,2010,International Medical Journal Malaysia,issn_e,1.2002 -,2002 -,2002
1823-4690,1823-4690,Journal of Engineering Science and Technology,DOAJ,2006,Journal of Engineering Science and Technology,issn_print,"1.2006-volume 10, issue 6 (June 2015)",NA,NA
1823-4690,1823-4690,Journal of Engineering Science and Technology,DOAJ,2006,Journal of Engineering Science and Technology,issn_print,1.2006 -,2006 -,2006
2180-4192,1823-4992,Asian Academy of Management Journal of Accounting and Finance,DOAJ,2012,Asian Academy of Management Journal of Accounting and Finance,issn_e,NA,NA,NA
1823-4992,1823-4992,Asian Academy of Management Journal of Accounting and Finance,DOAJ,2012,Asian Academy of Management Journal of Accounting and Finance,issn_print,Nachgewiesen 2009 -,2009 -,2009
1823-6243,1823-6243,International Journal of Asia-Pacific Studies,DOAJ,2005,International Journal of Asia-Pacific Studies,issn_e,1.2005 -,2005 -,2005
1823-7517,1823-7517,Journal of Al-Tamaddun,DOAJ,2008,Journal of Al-Tamaddun,issn_print,NA,NA,NA
1824-2049,1824-2049,JCOM: Journal of Science Communication,DOAJ,2002,JCOM: Journal of Science Communication,issn_e,1.2002 -,2002 -,2002
1824-2979,1824-2979,The European Journal of Comparative Economics,DOAJ,2004,The European Journal of Comparative Economics,issn_e,1.2004 -,2004 -,2004
1828-230X,1824-3010,Mediterranea. Ricerche Storiche,DOAJ,2004,Mediterranea. Ricerche Storiche,issn_e,1.2004 -,2004 -,2004
1824-484X,1824-484X,LEA : Lingue e Letterature d'Oriente e d'Occidente,DOAJ,2012,LEA : Lingue e Letterature d'Oriente e d'Occidente,issn_e,1.2004,NA,NA
1824-484X,1824-484X,LEA : Lingue e Letterature d'Oriente e d'Occidente,DOAJ,2012,LEA : Lingue e Letterature d'Oriente e d'Occidente,issn_e,1 (2012)-,NA,NA
1824-4920,1824-484X,LEA : Lingue e Letterature d'Oriente e d'Occidente,DOAJ,2012,LEA : Lingue e Letterature d'Oriente e d'Occidente,issn_print,1.2004,NA,NA
1825-5167,1825-5167,Etica e Politica/Ethics and Politics,DOAJ,1999,Etica e Politica/Ethics and Politics,issn_print,NA,NA,NA
2036-2579,1826-1868,Heart International,DOAJ,2006,Heart International,issn_e,Nachgewiesen 2.2006 -,2006 -,2006
1826-6223,1826-6223,Je-LKS : Journal of e-Learning and Knowledge Society,DOAJ,2007,Je-LKS : Journal of e-Learning and Knowledge Society,issn_print,1.2005 -,2005 -,2005
1971-8829,1826-6223,Je-LKS : Journal of e-Learning and Knowledge Society,DOAJ,2007,Je-LKS : Journal of e-Learning and Knowledge Society,issn_e,1.2005 -,2005 -,2005
2284-0230,1826-8838,Journal of Biological Research,DOAJ,2009,Journal of Biological Research,issn_e,NA,NA,NA
1826-8838,1826-8838,Journal of Biological Research,DOAJ,2009,Journal of Biological Research,issn_print,NA,NA,NA
1826-9745,1826-9745,Interaction Design and Architecture(s),DOAJ,2005,Interaction Design and Architecture(s),issn_print,Nr. 0.2005; 1/2.2006 -,2006 -,2006
2283-2998,1826-9745,Interaction Design and Architecture(s),DOAJ,2005,Interaction Design and Architecture(s),issn_e,NA,NA,NA
2282-2054,1826-9826,Emergency Care Journal,DOAJ,2005,Emergency Care Journal,issn_e,1.2005 -,2005 -,2005
1826-9826,1826-9826,Emergency Care Journal,DOAJ,2005,Emergency Care Journal,issn_print,1.2005 -,2005 -,2005
1970-7096,1827-1987,Geospatial Health,DOAJ,2006,Geospatial Health,issn_e,1.2006 -,2006 -,2006
1970-7096,1827-1987,Geospatial Health,DOAJ,2006,Geospatial Health,issn_e,1.2006 -,2006 -,2006
1827-1987,1827-1987,Geospatial Health,DOAJ,2006,Geospatial Health,issn_print,1.2006 -,2006 -,2006
1827-1987,1827-1987,Geospatial Health,DOAJ,2006,Geospatial Health,issn_print,1.2006 -,2006 -,2006
1827-9635,1827-9635,Acta Herpetologica,DOAJ,2006,Acta Herpetologica,issn_print,1.2006 -,2006 -,2006
1827-9635,1827-9635,Acta Herpetologica,DOAJ,2006,Acta Herpetologica,issn_print,1.2006 -,2006 -,2006
1827-9643,1827-9635,Acta Herpetologica,DOAJ,2006,Acta Herpetologica,issn_e,1.2006 -,2006 -,2006
2049-6958,1828-695X,Multidisciplinary Respiratory Medicine,DOAJ,2010,Multidisciplinary Respiratory Medicine,issn_e,Nachgewiesen 5.2010 -,2010 -,2010
1828-8936,1828-8928,Strategies in Trauma and Limb Reconstruction,DOAJ,2006,Strategies in Trauma and Limb Reconstruction,issn_print,1.2006 -,2006 -,2006
1828-8936,1828-8928,Strategies in Trauma and Limb Reconstruction,DOAJ,2006,Strategies in Trauma and Limb Reconstruction,issn_print,1.2006 -,2006 -,2006
1828-8928,1828-8928,Strategies in Trauma and Limb Reconstruction,DOAJ,2006,Strategies in Trauma and Limb Reconstruction,issn_e,1.2006 -,2006 -,2006
1828-8928,1828-8928,Strategies in Trauma and Limb Reconstruction,DOAJ,2006,Strategies in Trauma and Limb Reconstruction,issn_e,1.2006 -,2006 -,2006
1829-1163,1829-1163,Armenian Journal of Mathematics,DOAJ,2008,Armenian Journal of Mathematics,issn_e,1.2008 -,2008 -,2008
1832-9101,1832-9101,Cosmos and History : the Journal of Natural and Social Philosophy,DOAJ,2005,Cosmos and History : the Journal of Natural and Social Philosophy,issn_e,1.2005 -,2005 -,2005
1833-2595,1833-2595,International Journal for Educational Integrity,DOAJ,2005,International Journal for Educational Integrity,issn_e,1.2005 -,2005 -,2005
1834-2000,1834-2000,"Australasian Accounting, Business and Finance Journal",DOAJ,2007,"Australasian Accounting, Business and Finance Journal",issn_print,1.2007 -,2007 -,2007
1834-2019,1834-2000,"Australasian Accounting, Business and Finance Journal",DOAJ,2007,"Australasian Accounting, Business and Finance Journal",issn_e,1.2007 -,2007 -,2007
1834-4909,1834-4909,Journal of Pacific Rim Psychology,DOAJ,2017,Journal of Pacific Rim Psychology,issn_e,1.2007 -,2007 -,2007
1834-6057,1834-6049,Shima,DOAJ,2007,Shima,issn_e,1.2007 -,2007 -,2007
1837-9133,1835-6354,Australasian Journal of Construction Economics and Building,DOAJ,2010,Australasian Journal of Construction Economics and Building,issn_e,"Vol 1, no 1 (2001)-Vol 14, no 4 (2014)",NA,NA
1835-6354,1835-6354,Australasian Journal of Construction Economics and Building,DOAJ,2010,Australasian Journal of Construction Economics and Building,issn_print,NA,NA,NA
1836-0394,1836-0394,Commonwealth Journal of Local Governance,DOAJ,2008,Commonwealth Journal of Local Governance,issn_e,Nachgewiesen Nr. 2.2009 -,2009 -,2009
1836-1935,1836-1935,Australasian Medical Journal,DOAJ,2008,Australasian Medical Journal,issn_e,1.2008 -,2008 -,2008
1836-3393,1836-3393,Gateways : International Journal of Community Research & Engagement,DOAJ,2008,Gateways : International Journal of Community Research & Engagement,issn_e,1.2008 -,2008 -,2008
1836-4845,1836-4845,Transnational Literature,DOAJ,2008,Transnational Literature,issn_e,Nachgewiesen 4.2011 -,2011 -,2011
1836-8808,1836-8808,Journal of Social Inclusion,DOAJ,2010,Journal of Social Inclusion,issn_e,1.2010 -,2010 -,2010
1836-9324,1836-9324,Translation and Interpreting : the International Journal of Translation and Interpreting Research,DOAJ,2009,Translation and Interpreting : the International Journal of Translation and Interpreting Research,issn_e,1.2009 -,2009 -,2009
1836-9553,1836-9561,Journal of Physiotherapy,DOAJ,2010,Journal of Physiotherapy,issn_print,56.2010 -,2010 -,2010
1836-9553,1836-9561,Journal of Physiotherapy,DOAJ,2010,Journal of Physiotherapy,issn_print,56.2010 -,2010 -,2010
